"common_name","state","observation_count","observations_per_min_avg","presence_count","Month_Year","AvgMonthlyTemp_F","Month","Year","Season"
"Wood Duck","Massachusetts",1153,0.160520835511119,202,2017-11-01,41.486488372093,11,2017,4
"Wood Duck","Massachusetts",304,0.209677350547846,79,2017-12-01,27.6883225806452,12,2017,1
"Wood Duck","Massachusetts",267,0.175604900142075,76,2018-01-01,25.2414928732183,1,2018,1
"Wood Duck","Massachusetts",814,0.188573440918347,225,2018-02-01,34.8994387755102,2,2018,1
"Wood Duck","Massachusetts",4868,0.270668981294236,840,2018-03-01,35.2672619984264,3,2018,2
"Wood Duck","Massachusetts",7696,0.118159366742712,1893,2018-04-01,43.0898,4,2018,2
"Wood Duck","Massachusetts",3814,0.0530447216474972,1354,2018-05-01,60.7721413864104,5,2018,2
"Wood Duck","Massachusetts",2926,0.111984349784988,503,2018-06-01,65.0836808510638,6,2018,3
"Wood Duck","Massachusetts",3402,0.180133827807449,507,2018-07-01,73.7805350118017,7,2018,3
"Wood Duck","Massachusetts",4301,0.185295111670377,543,2018-08-01,74.1587920384351,8,2018,3
"Wood Duck","Massachusetts",5199,0.224670252166163,722,2018-09-01,65.6549574468085,9,2018,4
"Wood Duck","Massachusetts",5455,0.200384469698155,715,2018-10-01,50.7586306780777,10,2018,4
"Wood Duck","Massachusetts",1284,0.160712882542581,261,2018-11-01,39.0326382978723,11,2018,4
"Wood Duck","Massachusetts",250,0.106393231541576,77,2018-12-01,32.830754975978,12,2018,1
"Wood Duck","Massachusetts",297,0.174329984920697,89,2019-01-01,26.7242827728209,1,2019,1
"Wood Duck","Massachusetts",297,0.15006445545705,83,2019-02-01,29.0019714285714,2,2019,1
"Wood Duck","Massachusetts",10190,0.263245899952749,1352,2019-03-01,34.2024982841455,3,2019,2
"Wood Duck","Massachusetts",8553,0.131598116416708,2063,2019-04-01,48.1608043478261,4,2019,2
"Wood Duck","Massachusetts",5758,0.0637522731554497,1910,2019-05-01,55.1479242636746,5,2019,2
"Wood Duck","Massachusetts",2395,0.0901578479543622,509,2019-06-01,65.7737446808511,6,2019,3
"Wood Duck","Massachusetts",4171,0.193962342629095,499,2019-07-01,74.5113674614306,7,2019,3
"Wood Duck","Massachusetts",7114,0.233038372624407,699,2019-08-01,70.6013508064516,8,2019,3
"Wood Duck","Massachusetts",9583,0.274238998865595,806,2019-09-01,62.6773333333333,9,2019,4
"Wood Duck","Massachusetts",7678,0.307408629049949,788,2019-10-01,52.8190322580645,10,2019,4
"Wood Duck","Massachusetts",2054,0.237780465503506,339,2019-11-01,38.2762307692308,11,2019,4
"Wood Duck","Massachusetts",405,0.197896260260391,87,2019-12-01,31.5374633431085,12,2019,1
"Wood Duck","Massachusetts",409,0.266544748561363,71,2020-01-01,32.6918914956012,1,2020,1
"Wood Duck","Massachusetts",342,0.108601616523903,110,2020-02-01,33.0168085106383,2,2020,1
"Wood Duck","Massachusetts",8327,0.147905530289354,1817,2020-03-01,40.3343582704187,3,2020,2
"Wood Duck","Massachusetts",9354,0.0801695634525183,2801,2020-04-01,43.2592553191489,4,2020,2
"Wood Duck","Massachusetts",9272,0.0546620922007712,2849,2020-05-01,56.1468548387097,5,2020,2
"Wood Duck","Massachusetts",4561,0.111370706839158,909,2020-06-01,67.8884130434783,6,2020,3
"Wood Duck","Massachusetts",6717,0.172208744113644,858,2020-07-01,74.7236816269285,7,2020,3
"Wood Duck","Massachusetts",10609,0.204472783807644,1177,2020-08-01,72.380637829912,8,2020,3
"Wood Duck","Massachusetts",15684,0.207823823197752,1650,2020-09-01,63.3872558139535,9,2020,4
"Wood Duck","Massachusetts",14345,0.306561514057734,1542,2020-10-01,52.9130571847507,10,2020,4
"Wood Duck","Massachusetts",2328,0.129772361004934,498,2020-11-01,45.4484782608696,11,2020,4
"Wood Duck","Massachusetts",199,0.0882469618039503,90,2020-12-01,34.1724159231297,12,2020,1
