"common_name","state","observation_count","observations_per_min_avg","presence_count","Month_Year","AvgMonthlyTemp_F","Month","Year","Season"
"Red-winged Blackbird","Massachusetts",3689,0.259045666276364,231,2011-09-01,65.4393125,9,2011,4
"Red-winged Blackbird","Massachusetts",15864,0.634484450829937,388,2011-10-01,53.4617073170732,10,2011,4
"Red-winged Blackbird","Massachusetts",2437,0.329732177770093,156,2011-11-01,46.186625,11,2011,4
"Red-winged Blackbird","Massachusetts",839,0.564996285197079,59,2011-12-01,36.8297483870968,12,2011,1
"Red-winged Blackbird","Massachusetts",10202,1.69859580991144,109,2012-01-01,31.0844173798552,1,2012,1
"Red-winged Blackbird","Massachusetts",17229,0.80339804185546,383,2012-02-01,33.8845024630542,2,2012,1
"Red-winged Blackbird","Massachusetts",40789,0.519180777892929,1541,2012-03-01,43.9299725463281,3,2012,2
"Red-winged Blackbird","Massachusetts",40116,0.279751164870207,2307,2012-04-01,49.2713529411765,4,2012,2
"Red-winged Blackbird","Massachusetts",28219,0.155474797327996,3085,2012-05-01,60.0282978723404,5,2012,2
"Red-winged Blackbird","Massachusetts",10229,0.136030823184014,1231,2012-06-01,65.1372352941176,6,2012,3
"Red-winged Blackbird","Massachusetts",9557,0.152826827109522,972,2012-07-01,73.5691129032258,7,2012,3
"Red-winged Blackbird","Massachusetts",6304,0.138595190782298,467,2012-08-01,72.4226227208976,8,2012,3
"Red-winged Blackbird","Massachusetts",10769,0.267378220427678,372,2012-09-01,62.67746,9,2012,4
"Red-winged Blackbird","Massachusetts",37635,0.675916913563681,634,2012-10-01,53.9055040322581,10,2012,4
"Red-winged Blackbird","Massachusetts",23741,0.78777018875308,346,2012-11-01,39.8664565217391,11,2012,4
"Red-winged Blackbird","Massachusetts",8472,2.30394547552184,129,2012-12-01,35.5828225806452,12,2012,1
"Red-winged Blackbird","Massachusetts",11335,0.628986675032774,199,2013-01-01,28.2578629032258,1,2013,1
"Red-winged Blackbird","Massachusetts",7612,0.650352689574318,163,2013-02-01,28.8065372670808,2,2013,1
"Red-winged Blackbird","Massachusetts",78543,0.855328642235313,2052,2013-03-01,35.5456925996205,3,2013,2
"Red-winged Blackbird","Massachusetts",41783,0.304369524291767,3356,2013-04-01,46.720875,4,2013,2
"Red-winged Blackbird","Massachusetts",36512,0.151995904679185,4469,2013-05-01,57.7919618169849,5,2013,2
"Red-winged Blackbird","Massachusetts",13699,0.119836637762002,1751,2013-06-01,67.19252,6,2013,3
"Red-winged Blackbird","Massachusetts",12057,0.170973895313743,1154,2013-07-01,75.39818959842,7,2013,3
"Red-winged Blackbird","Massachusetts",18121,0.393778425301933,619,2013-08-01,68.5961092824226,8,2013,3
"Red-winged Blackbird","Massachusetts",11382,0.587284737866688,393,2013-09-01,61.5058125,9,2013,4
"Red-winged Blackbird","Massachusetts",18003,0.376023815940234,640,2013-10-01,52.281935483871,10,2013,4
"Red-winged Blackbird","Massachusetts",13667,0.920724460702362,276,2013-11-01,39.5431875,11,2013,4
"Red-winged Blackbird","Massachusetts",2631,0.326081229105526,106,2013-12-01,30.8358064516129,12,2013,1
"Red-winged Blackbird","Massachusetts",12117,1.43117435886245,124,2014-01-01,24.0958133150309,1,2014,1
"Red-winged Blackbird","Massachusetts",26844,1.37679165263867,230,2014-02-01,25.4107798833819,2,2014,1
"Red-winged Blackbird","Massachusetts",57302,0.623289320776158,1749,2014-03-01,29.8226387096774,3,2014,2
"Red-winged Blackbird","Massachusetts",50590,0.294301862136961,3901,2014-04-01,46.07066,4,2014,2
"Red-winged Blackbird","Massachusetts",43317,0.152280273225238,5734,2014-05-01,57.243664516129,5,2014,2
"Red-winged Blackbird","Massachusetts",16601,0.138767095171098,2202,2014-06-01,66.053,6,2014,3
"Red-winged Blackbird","Massachusetts",14136,0.165518122207996,1563,2014-07-01,71.5809746053535,7,2014,3
"Red-winged Blackbird","Massachusetts",10530,0.194431935263873,918,2014-08-01,67.6474838709677,8,2014,3
"Red-winged Blackbird","Massachusetts",10064,0.331224762594591,462,2014-09-01,62.8805,9,2014,4
"Red-winged Blackbird","Massachusetts",29286,0.75909585633486,836,2014-10-01,53.6208274894811,10,2014,4
"Red-winged Blackbird","Massachusetts",8027,0.477967005718316,380,2014-11-01,39.5596808510638,11,2014,4
"Red-winged Blackbird","Massachusetts",7054,1.02340057697869,145,2014-12-01,35.8349798387097,12,2014,1
"Red-winged Blackbird","Massachusetts",9032,1.15184582346006,179,2015-01-01,22.8381935483871,1,2015,1
"Red-winged Blackbird","Massachusetts",4289,0.71738377615516,103,2015-02-01,15.4471590909091,2,2015,1
"Red-winged Blackbird","Massachusetts",37816,0.73899694768417,1353,2015-03-01,29.8585685483871,3,2015,2
"Red-winged Blackbird","Massachusetts",60880,0.392184110815226,4433,2015-04-01,45.8515744680851,4,2015,2
"Red-winged Blackbird","Massachusetts",46971,0.148171169361919,6231,2015-05-01,61.4775403225806,5,2015,2
"Red-winged Blackbird","Massachusetts",14882,0.140760073808601,2083,2015-06-01,63.7288125,6,2015,3
"Red-winged Blackbird","Massachusetts",16787,0.204344231977608,1692,2015-07-01,71.4760151802656,7,2015,3
"Red-winged Blackbird","Massachusetts",10635,0.227345199653699,947,2015-08-01,72.097587657784,8,2015,3
"Red-winged Blackbird","Massachusetts",11185,0.252200489020346,457,2015-09-01,66.5470816326531,9,2015,4
"Red-winged Blackbird","Massachusetts",29287,0.747351616135935,820,2015-10-01,50.7000921658986,10,2015,4
"Red-winged Blackbird","Massachusetts",12321,0.449346844587366,538,2015-11-01,45.2705319148936,11,2015,4
"Red-winged Blackbird","Massachusetts",5352,0.650787164647526,197,2015-12-01,42.769608785175,12,2015,1
"Red-winged Blackbird","Massachusetts",32219,1.79519015634771,246,2016-01-01,29.4114962251201,1,2016,1
"Red-winged Blackbird","Massachusetts",31652,0.769839760697715,672,2016-02-01,31.698,2,2016,1
"Red-winged Blackbird","Massachusetts",73030,0.509344968620745,3142,2016-03-01,41.0713452299245,3,2016,2
"Red-winged Blackbird","Massachusetts",59303,0.240447561354139,4887,2016-04-01,45.3402,4,2016,2
"Red-winged Blackbird","Massachusetts",59036,0.167978335384825,7124,2016-05-01,57.2537405628003,5,2016,2
"Red-winged Blackbird","Massachusetts",24267,0.197765313672222,2883,2016-06-01,66.450125,6,2016,3
"Red-winged Blackbird","Massachusetts",24415,0.257921286119829,2212,2016-07-01,73.2790967741935,7,2016,3
"Red-winged Blackbird","Massachusetts",11453,0.216907676199807,997,2016-08-01,73.1702217741935,8,2016,3
"Red-winged Blackbird","Massachusetts",14917,0.316990774124881,550,2016-09-01,65.2137021276596,9,2016,4
"Red-winged Blackbird","Massachusetts",52601,0.672313139182691,978,2016-10-01,52.7074061882818,10,2016,4
"Red-winged Blackbird","Massachusetts",6119,0.195358081190772,404,2016-11-01,43.0043673469388,11,2016,4
"Red-winged Blackbird","Massachusetts",4421,0.31044259732244,261,2016-12-01,32.2358709677419,12,2016,1
"Red-winged Blackbird","Massachusetts",6054,0.502267774045315,319,2017-01-01,32.1726530612245,1,2017,1
"Red-winged Blackbird","Massachusetts",20126,0.548607133255741,1161,2017-02-01,33.4551139817629,2,2017,1
"Red-winged Blackbird","Massachusetts",40641,0.470032630244675,2864,2017-03-01,31.8796050032916,3,2017,2
"Red-winged Blackbird","Massachusetts",62036,0.254842437773124,6139,2017-04-01,50.3892,4,2017,2
"Red-winged Blackbird","Massachusetts",60385,0.169950329112738,7803,2017-05-01,55.3712976539589,5,2017,2
"Red-winged Blackbird","Massachusetts",26840,0.179658032272497,3206,2017-06-01,66.382625,6,2017,3
"Red-winged Blackbird","Massachusetts",22771,0.164933554758592,2419,2017-07-01,70.4561290322581,7,2017,3
"Red-winged Blackbird","Massachusetts",14699,0.169098320165567,1238,2017-08-01,68.8856732117812,8,2017,3
"Red-winged Blackbird","Massachusetts",9324,0.226492876701864,535,2017-09-01,65.5350909090909,9,2017,4
"Red-winged Blackbird","Massachusetts",21096,0.254261152585043,1110,2017-10-01,58.1539876458476,10,2017,4
"Red-winged Blackbird","Massachusetts",11522,0.397960118835733,534,2017-11-01,41.486488372093,11,2017,4
"Red-winged Blackbird","Massachusetts",5456,0.471987462821485,266,2017-12-01,27.6883225806452,12,2017,1
"Red-winged Blackbird","Massachusetts",4723,0.609215567955185,290,2018-01-01,25.2414928732183,1,2018,1
"Red-winged Blackbird","Massachusetts",22424,0.567877014112342,1349,2018-02-01,34.8994387755102,2,2018,1
"Red-winged Blackbird","Massachusetts",49827,0.482738471994406,3639,2018-03-01,35.2672619984264,3,2018,2
"Red-winged Blackbird","Massachusetts",67600,0.372596766108175,6355,2018-04-01,43.0898,4,2018,2
"Red-winged Blackbird","Massachusetts",71269,0.176670930089584,9462,2018-05-01,60.7721413864104,5,2018,2
"Red-winged Blackbird","Massachusetts",30950,0.174832794828637,4058,2018-06-01,65.0836808510638,6,2018,3
"Red-winged Blackbird","Massachusetts",25220,0.195002546561397,2847,2018-07-01,73.7805350118017,7,2018,3
"Red-winged Blackbird","Massachusetts",16736,0.228353113510747,1378,2018-08-01,74.1587920384351,8,2018,3
"Red-winged Blackbird","Massachusetts",17276,0.26253888003223,759,2018-09-01,65.6549574468085,9,2018,4
"Red-winged Blackbird","Massachusetts",29637,0.488663529040223,1078,2018-10-01,50.7586306780777,10,2018,4
"Red-winged Blackbird","Massachusetts",12382,0.449501575862551,645,2018-11-01,39.0326382978723,11,2018,4
"Red-winged Blackbird","Massachusetts",4083,0.263464871705175,369,2018-12-01,32.830754975978,12,2018,1
"Red-winged Blackbird","Massachusetts",4961,0.405528941754781,390,2019-01-01,26.7242827728209,1,2019,1
"Red-winged Blackbird","Massachusetts",5997,0.333187942433955,658,2019-02-01,29.0019714285714,2,2019,1
"Red-winged Blackbird","Massachusetts",70165,0.546008807227611,4841,2019-03-01,34.2024982841455,3,2019,2
"Red-winged Blackbird","Massachusetts",81434,0.370189779140712,8056,2019-04-01,48.1608043478261,4,2019,2
"Red-winged Blackbird","Massachusetts",89531,0.252218259633912,11732,2019-05-01,55.1479242636746,5,2019,2
"Red-winged Blackbird","Massachusetts",37045,0.287720213696476,5022,2019-06-01,65.7737446808511,6,2019,3
"Red-winged Blackbird","Massachusetts",27737,0.261347982107715,3307,2019-07-01,74.5113674614306,7,2019,3
"Red-winged Blackbird","Massachusetts",15977,0.252743053526752,1863,2019-08-01,70.6013508064516,8,2019,3
"Red-winged Blackbird","Massachusetts",10927,0.241404090474922,660,2019-09-01,62.6773333333333,9,2019,4
"Red-winged Blackbird","Massachusetts",27537,0.326052451223362,1267,2019-10-01,52.8190322580645,10,2019,4
"Red-winged Blackbird","Massachusetts",15667,0.341435620351675,813,2019-11-01,38.2762307692308,11,2019,4
"Red-winged Blackbird","Massachusetts",3782,0.394676757311158,325,2019-12-01,31.5374633431085,12,2019,1
"Red-winged Blackbird","Massachusetts",4949,0.440625586634189,339,2020-01-01,32.6918914956012,1,2020,1
"Red-winged Blackbird","Massachusetts",22350,0.650995355804125,1701,2020-02-01,33.0168085106383,2,2020,1
"Red-winged Blackbird","Massachusetts",89873,0.366538172706454,7439,2020-03-01,40.3343582704187,3,2020,2
"Red-winged Blackbird","Massachusetts",95200,0.256798632489401,10481,2020-04-01,43.2592553191489,4,2020,2
"Red-winged Blackbird","Massachusetts",138090,0.165559726949579,18005,2020-05-01,56.1468548387097,5,2020,2
"Red-winged Blackbird","Massachusetts",51620,0.152409979825777,7398,2020-06-01,67.8884130434783,6,2020,3
"Red-winged Blackbird","Massachusetts",40951,0.192085100353281,5110,2020-07-01,74.7236816269285,7,2020,3
"Red-winged Blackbird","Massachusetts",16495,0.152481247044043,2286,2020-08-01,72.380637829912,8,2020,3
"Red-winged Blackbird","Massachusetts",30244,0.338613346418382,1114,2020-09-01,63.3872558139535,9,2020,4
"Red-winged Blackbird","Massachusetts",61262,1.80055136341054,2375,2020-10-01,52.9130571847507,10,2020,4
"Red-winged Blackbird","Massachusetts",25255,0.335359363816722,1531,2020-11-01,45.4484782608696,11,2020,4
"Red-winged Blackbird","Massachusetts",7615,0.254791662041981,701,2020-12-01,34.1724159231297,12,2020,1
"Wood Duck","Massachusetts",65,0.151494708994709,21,2010-01-01,26.949706744868,1,2010,1
"Wood Duck","Massachusetts",61,0.0759843304843305,20,2010-02-01,30.4433571428571,2,2010,1
"Wood Duck","Massachusetts",1116,0.126020170168953,194,2010-03-01,41.6835483870968,3,2010,2
"Wood Duck","Massachusetts",1410,0.0823029383545943,328,2010-04-01,50.6130465116279,4,2010,2
"Wood Duck","Massachusetts",1510,0.0547071968099693,368,2010-05-01,60.3645161290323,5,2010,2
"Wood Duck","Massachusetts",608,0.0750954198812808,109,2010-06-01,68.2840232558139,6,2010,3
"Wood Duck","Massachusetts",809,0.094665766461998,122,2010-07-01,74.8229593267882,7,2010,3
"Wood Duck","Massachusetts",1232,0.202193203809053,143,2010-08-01,70.9345014662757,8,2010,3
"Wood Duck","Massachusetts",2084,0.263668569598216,204,2010-09-01,65.4812954545455,9,2010,4
"Wood Duck","Massachusetts",3213,0.256434917546021,213,2010-10-01,52.3573502304147,10,2010,4
"Wood Duck","Massachusetts",1186,0.448136796264916,60,2010-11-01,41.801,11,2010,4
"Wood Duck","Massachusetts",233,0.157813739615231,33,2010-12-01,29.3723281907433,12,2010,1
"Wood Duck","Massachusetts",172,0.24840994110893,38,2011-01-01,23.2474709677419,1,2011,1
"Wood Duck","Massachusetts",109,0.14046592688715,25,2011-02-01,26.1843285714286,2,2011,1
"Wood Duck","Massachusetts",1641,0.201202419674087,257,2011-03-01,35.7862129032258,3,2011,2
"Wood Duck","Massachusetts",2128,0.0758946570008701,519,2011-04-01,47.83712,4,2011,2
"Wood Duck","Massachusetts",1622,0.063347765486393,507,2011-05-01,58.2953739002933,5,2011,2
"Wood Duck","Massachusetts",1001,0.0621400765364452,177,2011-06-01,65.2610638297872,6,2011,3
"Wood Duck","Massachusetts",686,0.0909467371226019,117,2011-07-01,73.1758339052848,7,2011,3
"Wood Duck","Massachusetts",903,0.142406510712079,147,2011-08-01,70.5884621155289,8,2011,3
"Wood Duck","Massachusetts",1539,0.147394214733016,200,2011-09-01,65.4393125,9,2011,4
"Wood Duck","Massachusetts",1431,0.136696840712464,226,2011-10-01,53.4617073170732,10,2011,4
"Wood Duck","Massachusetts",205,0.0952056187209183,56,2011-11-01,46.186625,11,2011,4
"Wood Duck","Massachusetts",23,0.0223918318149087,13,2011-12-01,36.8297483870968,12,2011,1
"Wood Duck","Massachusetts",9,0.0419738389182834,9,2012-01-01,31.0844173798552,1,2012,1
"Wood Duck","Massachusetts",87,0.0640303928723469,30,2012-02-01,33.8845024630542,2,2012,1
"Wood Duck","Massachusetts",2599,0.119668426005092,377,2012-03-01,43.9299725463281,3,2012,2
"Wood Duck","Massachusetts",3597,0.0886588228895912,750,2012-04-01,49.2713529411765,4,2012,2
"Wood Duck","Massachusetts",2580,0.0581069785936302,603,2012-05-01,60.0282978723404,5,2012,2
"Wood Duck","Massachusetts",1006,0.0857425165331452,175,2012-06-01,65.1372352941176,6,2012,3
"Wood Duck","Massachusetts",1818,0.154243556130902,248,2012-07-01,73.5691129032258,7,2012,3
